text,label
به نظرم بازی کامل و خوبی بود. فکر نمی کردم این قدر روان و بدون ایراد باشه. مراحلش احساس تکراری شدن نداشتن.,1
خواهشی که ازتون دارم اینه که این بازی رو از هیولا بخرید و کرکش رو دانلود نکنید که از فن افزار حمایت کنید تا بعدا شاهد بازی های خیلی خفن تری از فن افزار باشیم و برای اون عده که بازی سازی رو آسون میدونن باید بگم که میتونید این کارو امتحان کنید تا دهنتون باز بمونه از اینکه چقدر فن افزار کار خفنی انجام داده با ساختن این بازی,1
سلام و خسته نباشید . بازی در سبک خودش به اوج و کمال رسیده و استاندارد های لازم رو رعایت کرده و نکات منفی نمی توان بر آن وارد کرد.تبریک میگم بهتون.در نسخه سوم امید وارم (اگر ساخته شود) در روایت داستان به جای میان پرده ها که به صورت تصاویر وعکسهای کوتاه داستان رو به مخاطب منتقل میکردند شاهد میان پرده های سینمایی باشیم.,1
عالی با دسته خیلی بازی خوب میشه,1
عالیییییییییییی حتما نصبش کنید!!!!!!!!!!!!!!!!!!!,1
بازی ای خوب و تقریبا خوب البته نقص هایی دارند نقاط قوت: 1-تا حدودی می تواند حخس ترس به شما القا بکند هرچند با پیشروی در بازی حس تا حدودی زیاد میشود به خصوص با آهنگ هایی دارند. 2-تنوع خوب در پازل ها و مینی گیم ها 3-تنوع خوب در لوکیشن ها در نقشه ای که در اختیار داریم. 4-مرموز بودن بازی نقاط ضعف: 1-تو یکی از مینی گیم ها یه دفعه نمی دونم چرا بازی باگ خورد،طوری حتما از اون مینی گیم باید می یومدم بیرون تا بتونم دوباره اون مینی گیم رو انجام بدهم. 2-آهنگی در لوکشین شهر هی تکراری می شه 3- داستان ایرادات ریزی دارد. اگر دلتان برای یک بازی ایرانی او نوع اشارهخ و کلیک با چاشنی ترس و وحشت تنگ شده است به شما پیشنهاد می شود.,1
این نسخه سانسور شده بازی بود بازی در کل داشتان خوبی داشت ولی معلوم بود کشکی تمامش کردن معماهای اخر بازی به شدت ساده بودن بچه فامیلم می تونست تمامش کنه و داستان گری یا روایت داستان در اخرای بازی کشکی کشکی بود البته بجز راهب بازی هم اطلاعات رو در کتاب درباره شخصیت ها نمی ده که من که از کلمات مشکلات املایی بازی چیزی نفهمیدم تو کتاب دربارش بخونم و حضور شخصیت های بازی بدرد کشک می خورن نه کمکت میکنن و نه اون عطاره که میگه کاری از دستم برمیومد انجام میدم...مثلا بهش می گفتیم که این دارو درست کن تا اب خونی اسیدیی که راهب توشه رو پاک کنم اونم یک دستور پخت میگفت ما تهیش میکردیم اون برامون درست میکرد بعد پایان بازی چرا انقدر کشکی بود حداقل یک ادامه دارد یا اسم سازنده هایی چیزی میزاشتین تهش ولی ارت و طراحی بازی خوب بود گیم پلی شم برای سال2000اگر منتشر می شد خوب بود کلیت داستان خوب بود ولی زیاد روایت گری خوبی نداشت و شما که بازی سانسور کردید چرا تیزر سانسور نکردین بخاطر ساده بودن معماها و پایان بی معنی و سگ ها بجای زامبی و مهمترین موضوع سانسور نشدن تیزر و کلیک بیت 3ستاره میدم,0
با سلام درود .(همین ابتدا بگم که فکر میکنم این بازی نسخه سانسور شده هست)بازی شروع جالب نداشت (اما رفته رفته بازی روند بهتری به خودش میگیره) اشتباه تایپی و نصفه کلمات در هنگام بازی (در ابتدای بازی به غیر از دیالوگ های بازی)که بیشتر در بخش راهنمایی بود که زیاد مهم نبود ، اما قاب و فونت دیالوگ ها میتوانست خیلی بهتر از اینا کار بشه . البته ضعف این بازی تعداد نیروی کمی بود که اقدام به ساخت بازی کرده بودند و میتوانستند جای خالی اشکالات رو پر کنند. داستان کلیشه ای اما جالب و درگیر کننده (به شخصه اتفاقات بازی برام جالب بود)،طراحی بازی و مراحل بسیار خوب کار شده بود، استاندارد های لازم در بازی رعایت شده بود. (بخصوص معماها).نتیجه کلی :این بازی در سبک خودش هیچ حریفی در ایران نداره و دوستداران این سبک برای تجربه این بازی درنگ نکنید امیدوارم نسخه جدید در این سبک توسط این گروه به زبان شیرین فارسی ساخته بشه به شخصه از طرفدارای این سبکم و رابینسون کروزو رو هم به دوستان پیشنهاد میکنم.به امید موفقیت تیم آرتیمن,1
بازی خوبیه اما اگه اشتباهی دستتون بخوره و یه کات سین رو رد کنین دیگه نمیتونین دوباره ببینیدش,1
بازی خوبیه ولی نمیدونم چرا برای من قسمت هیدن ابجکتیوش لیست اشیاء اسامیشون نیست!!!,0
یکی از بهترین های این سبک واقعا عالی,1
فقط میشه گفت: فوق العاده! فقط راهنمایی ها خیلی کم هست(در سطح معمولی) پیشنهاد میکنم دانلودش کنید. می ارزه!,1
بازی واقعا عالی بود.داستان خیلی عالی.بماند که داستان ارزشی هم بود که این هم امتیاز مثبتیه.مفهوم و معنا خیلی خوب توش گنجانده شده بود.محیط ها پر جزئیات وجذاب طراحی شدن.معماهاخیلی عالی و معقول و البته سخت.منتها سختیی که از ایرادات بازی باشه; نه.قسمت پیدا کردن اشیاء تو محیط های شلوغ خیلی خوب و هوشمندانه بود. منتها نور صفحه اگر اندازه نباشه به مشکل میخوره بعضی جاها.در کل همه چی عالی بود.فقط پایان بازی خیلی یکهویی شد و اصلا توقع تموم شدن نبود.و اینکه در پایان،مثل هر بازی دیگه ای،سازنده های بازی بهتره نمایش داده بشه. خداقوت میگم به سازنده های بازی و تشکر از عوامل هیولا بابت قرار دادن این بازی.,1
بازی خوبیه.من راضی بودم.,1
واقعا بازی عالی ای بود با اینکه هنوز همشو بازی نکردم ولی از همین تجربه یک ساعت و نیمه ای که از بازی داشتم واقعا لذت بردم . به سازنده ها تبریک میگم که تونستن همچین ایده خوبی رو به این خوبی پیاده کنن.پیشنهاد میکنم هیچکس این بازی رو از دست نده,1
خیلی خوبه حتما بخرید,1
بهترین بازی ایرانی، شاهکاری در سطح جهانی . . .,1
خیلی خوبه اتمسفر و داستان و اهنگ های خوبی داره اما مشکلش اینه که واضحه کنترل ها برای موبایل طراحی شده و نمیشه با arrow keys کنترلش کرد یا اینکه وقتی قسمت دکمه زنی شروع میشه چیزایی مثل tap یا swipe وجود داره که کاملا برای موبایل طراحی شدن در کل گیم خوبیه,1
عالی بود عالی,1
فوق العادس.دوستان کسی میدونه چطوری باید بازی هارو بدون اینترنت اجرا کرد؟,1
عالی از نظر من این بازی نتنها بهترین از نظر محتوا و داستان هستش بلکه باتوجه به ایندی بودن کار یکی از بهترین ها بشمار میاد درضمن اقای فنایی درجه ی سنی این بازی هم بزارید,1
عالی بود دمتون گرم,1
سلام دوستان من ازش خیلی خوشم اومد و صدای اذان هم داشت.ممنونم,1
اگر میخوای یه بازی بی دردسر ولی هیجان دار بازی کنی که اتفاقا خیلی هم حجمش زیاد نباشه ، جای خوبی اومدی ! شتاب در شهر 1,1
عالی بود و به همه طرفداران بازی های سبک جی تی ای توصیه می شود,1
عالی بود وبه همه علاقه مندان بازی های ریسینگ.ماشین سواری بیشنهاد میکنم این بازی رااز دست ندید,1
سلام و درود، یک بازی زیبای تاریخی و زنده کننده نام میرزا کوچک خان جنگلی و نهضت جنگل. اگه از لحاظ فنی بررسی کنیم انصافاً خیلی ضعیفه و این ضعیف بودن به معنای قدیمی بودن و گرافیک پایین اون نیست (چون خیلی از بازی های قدیمی با وجود گرافیک پایینی که دارن امروزه هم کلی طرفدار دارن) ضعیف بودن این بازی به این معنی هست که سیستم شوتینگ (تیراندازی) خیلی بدی داره و نمیشه قشنگ با تفنگ های داخل بازی نشانه گیری و شلیک کرد و این باعث سخت شدن بازی میشه. با این وجود ارزش یک بار تجربه کردن رو حتماً داره و من خودم هم به شخصه با وجود کم و کاستی هایی که این بازی داشت ازش لذت بردم. من برای حمایت از صنعت نوپای بازیسازی ایران و تلاشی که سازندگان محترم، برای ساخت این بازی کشیدن به این بازی نمره کامل میدم و امیدوارم که ان شاءالله شرکت های بازیسازی ایرانی به موفقیت ها و پیشرفت های چشمگیر در آینده نزدیک برسن. موفق و پایدار باشید.,1
سلام عالی ان شا الله ظهور آقا,1
تجربه ی تیراندازی با اسلحه ها واقعه گرایی محض بود،گرافیک در بعضی از قسمت ها معمولی و در بعضی از قسمت ها به شدت ضعیف،البته در هرصورت افت فریم خواهید داشت،مجبور میشین صفحه رو کوچیک کنین،حتی اگه گرافیکتون 8 باشه و رم 32 داشته باشین،خط داستانی بسیار ضعیف،دیالوگ ها بسیار ضعیف،کاش از تنگستان یاد می گرفتن،عجیبه که تیم رسانه ای تبیان با اون همه تجربه و قدرت،همچین چیزی تحویل داده,0
شوتینگ بازی خیلی ضعیفه. اصلا نمیشه از آیرون‌سایت استفاده کرد، وقتی ازش استفاده کنی تیر به دشمنا نمیخوره، استفاده نکنی هم واقعا سخته دشمنای راه دور رو کشتن. همچنین بازی خیلی گیر میکنه، باگ زیاد داره. بعضی جاهاش باید از بازی خارج شی دوباره بری توش تا درست شه. مثلا یه مرحله هست که توش انگلیسی ها از روی پل دارن میان و پلیر باید جلوشونو بگیره. من یه ربع داشتم با رگبار انگلیسی ها رو روی پل میزدم، هر چی میکشتم بازم میومدن تا اینکه فهمیدم باگه. اومدم بیرون دوباره رفتم توش درست شد. داستان هم که دقیقا حساس ترین جای بازی تموم میشه. طوری که اصلا انتظارشو نداری. همه اینا باز به کنار، یه صحنه هست که نشون میده پای عباس تیر خورده و دیگه نمیتونه راه بره ولی بعد تموم شدن صحنه، عباس رو در حال دوییدن می‌بینی :)),0
داستان خوب بود ولی بازی کیفیت بدی داره متاسفانه؛ بعنوان مثال وقتی سر خودتو از سنگر بیرون میاری بدون هیچ دلیل و حرکتی از قزاق ها ، تیر میخوری!عجیبه....,0
"ویژگی های مثبت: 1-جنگل پویا:به خصوص تو منرحله ماسوله برف ها با کیفیت بودند(برف هاش با کیفیت بودن ولی مه اش با کیفیت تر بودند،انگار داشتم بازیsilent hillبازی میکرم{البته منsilent hillبازی نکردم بلکه فیلم کوتاهی از گیمپلی اش رو دیدم}) 2-صدا بعضی از شخضیت ها با کیفیت بودند3-شاید تیربارهای موجود تو بازی گرافیک با کیفیت ندارند اما صدا واقعا"" اکشن صدا می شود. بازی چندان خوبی نبود.اما تو مرحله یکی می دونه خیلی بد بود اصلا فانوس ها رو کجات گذاشتند که من بد از یکم ساعت تونستم پیدا بکنم. سایر ویژگی های منفی: 1-تیر می زنیم به دشمنان اصلا انگار جلیگه ضد گلوله پوشیدند. 2-اصلا تکلیف چیه،بعضی ها از فانوس هال رو باید نزدیک نزدیک بزنیم یا دور د ور بزنیم.و 3-نور پردازی نه چندان خوب در شب 4-شاتگان دو تیر یا همان تفنگ پدر انگار برای دکور با این تفنگ انگار داریم گلوله پلاستیکی به دشمن شلیک می کنیم هرچی تیر شاتگان(تفنگ پدر)به سمت دشمن شلیک می کردم فایذدهع که نداشت که هیچی حتی یکی دشمنانم تو بازی بتا خیال راحت داشت به سمت می یامد.5-دیر لود کردن یا دیر بالا آمدن گرافیک تفنگ ها:وقتی اسلحه عوض می کنم انگار تفنگ فراموش می کنه که گرافیک داره. بازی چندان نه خوب ولی تقریبا"" رضایت کننده،اگر نقد و بررسی دقیقی می خواهید می توانید تو سایت بازی نگار مطالع بکنی،تو سایت بازی نگار و گیمین می توان گیمپلی بازی رو تماشا بکنی(البته منظورم تو آپارت است)",0
5 ستاره میدم به افتخار سردارجنگل البته گرافیک بازی به عنوان بازی امروزی ضعیفه امیدوارم بیشتر در مورد میرزا و یارانش بازی ساخته بشه تا جوونها بشناسنش,1
بدترین بازی ای که پلی دادم گرافیک داغون گیم پلی افتضاح اگه بخرید همون روز اول پشیمون میشید,0
سلام کسایی که این بازیو دانلود میکنن باید توجه داشته باشن که این بازی برای چندین سال قبل هست و توقع یه گرافیک عالی رو نداشته باشن و نسبتا خوبه بازی و اگه در همون سال منتشر میشد قطعا موفق میشد,0
سلام عالی و بینظیر فقط اپدیت میشد بهتر بود و خیلی از بازی سفیر عشق و مختار بهتر هست فقط اگر اپدیت میشد و قابیلت نشستن و پریدن هم داشت عالی بود چون این بازی هنوز جا داره تا اپدیت بشه سازنده های این بازی نباید بازی را به امان خدا رها کنند,1
بازیش ناقصه و صرفا داستان خوبی داره، پیشنهاد میکنم بازی های عصر پهلوانان و رویین تنی که تراتئون دنباله اون هاست رو بازی کنید,0
با تشکر از هیولا لطفا بازیهای عصر پهلوانان و رویین تنی رو که بازی تراتئون دنباله اونها هستش رو در صورت امکان برای خرید بذارید ممنون,1
مشخصا بازی ناقص عرضه شده و اصلا کیفیت مناسبی نداره. نکات خوب: - گرافیک به نسبت قابل قبول ( به خاطر استفاده از Unreal Engine) - طراحی محیط به نسبت خوب که کمی امکان exploration رو فراهم می کرد. نکات بد - عدم وجود هیچ داستان مشخص - روایت داستان ضعیف و سر در گم کننده (در صورت وجود) - صدا پیشگی ضعیف و عدم وجود نوع بیان ثابت در طول بازی. - عدم وجود هیچ رابطه منطقی بین questها و مراحل - مکانیک مبارزه نامناسب که جدا از بدون چالش بودن، هیچ feedback گرافیگی هم نداشت. - عدم وجود هیچ گونه ارتقاع معنا دار چه از لحاظ level شخصیت و چه از لحاظ آیتم های موجود در بازی. هیچ تفاوت محسوسی بین سلاح های مختلف بازی وجود نداشت.,0
من این بازی رو خریدم ولی ایرادات بدی داشت اینکه وقتی ضربه میزنی واقعا به اون موجودات نمیخوره و دوم اینکه حرکت کاروان خیلی کنده و خیلی وقت تلف کنی داره من خوشم نیومد,0
گرافیک بازی خوب بود و در نسل هفتم جای میگرفت اما سیستم مبارزات و هوش مصنوعی بازی به شدت ضعیف . صدا گذاری و موسیقی هم همینطور . اصلا صدای راه رفتن هم نداشت و واقعا حس سرد و خشکی به آدم میداد.,0
تراتئون ایراداتی داره مهم ترین ایرادش هم ظاهرا سیستم مبارزاتشه که ابتدایی و ساده اس و حس یه مبارزه حماسی و جذاب رو به آدم نمیده. مبارزه کردن با سلاح هم زیاد جذاب نیست و زیاد با دست خالی مبارزه کردن فرق نداره. ماموریت ها هم جذابیت و تکامل کافی رو ندارند و بعضی هاشون هم تکراری هستند. دیوهایی هم که تو صحرا با مهرداد میجنگند بیشتر شبیه زامبی یا واکر هستند تا دیو. ولی گرافیک بازی خوبه و لوکیشن و محیطش واقعا جذاب و دلنشینه و کاملا شبیه ایران باستان و متناسب با فرهنگ و بنای ایران قدیم ساخته شده و همینطور لباس و پوشش کاراکترها هم خیلی خوبه و متناسب اون زمانه و اینا مهم ترین امتیازات بازی هستند به نظر من. موسیقی بازی هم قشنگه البته اگه یه کم تنوع و تعداد موسیقیش بیشتر بود خیلی خوب میشد. بعنوان مثال تو اون صحنه که خبر مرگ سورن رو به مهرداد میدن و اونم میره بالا سرش، اگه یه موسیقی غم انگیز پخش میشد خیلی جالب تر بود. در هر حال من از این بازی خیلی خوشم اومد امیدوارم بیشتر بازی های اساطیری و حماسی ایرانی علی الخصوص اونایی که بر اساس شاهنامه هستند ساخته بشند. در کل عصر پهلوانان و تراتئون بیشتر از هر بازی دیگه ای حس ایرانی گری و تجلی اساطیر ایرانی رو برای من نمایانگر میکنن. یه نکته جالب درباره عصر پهلوانان اینه که کلمه پهلوان رو روی بازی وقتی به انگلیسی نوشتن بجای اینکه بنویسن hero، همون پهلوان رو به انگلیسی pahlevan نوشتن و سازنده گفته بود همه دنیا باید پهلوان رو با همون تلفظ خودش بشناسند نه چیز دیگه ای که این نشون دهنده خلاقیت و تعصب سازنده بازیه. در آخر برای دوستانی هم که نمیدونستن چطور باید تو بازی از سلاح استفاده کرد بگم که دکمه i کیبورد رو بگیرید و رو اسلحه مورد نظرتون با دکمه space تیک بزنید و بعد دکمه Q رو بگیرید و متناسب با نوع اسلحه اتون، گزینه سلاح سبک یا سنگین رو تیک بزنید. ضمنا با دکمه B هم به بازار میره و برمیگرده,0
متاسفانه بازی پر از باگ های عجیب غریبه ، سیستم مبارزات بسیار مضحک و عذاب آوره ! اصلا معلوم نیست کی داره کی رو میزنه ! الان ضربه ای که زدی damage زد یا نه ! اصرار به ساخت بازی با UDK و عدم تسلط بهش باعث شده بیخیال خیلی چیزا بشن! حتی تو حرکت اولیه هم بازی مشکل داره و یه جور بدی پلیر حرکت میکنه ! من بازیهای قبلی این شرکت رو بازی کرده بودم ، سیاره میترا و عصر پهلوانان و به جرئت میگم اونها بهتر بودن با اینکه خیلی قدیمی تر بودن. حیف واقعا بازی پتانسیل خوبی داشت اما به بدترین شکل ممکن پیاده شده. انقدر عذاب آور بود که من یکی دو مرحله بیشتر نتونستم بازی کنم. ولی تو همون یکی دو مرحله هم design خیلی مسخره و حوصله سر بر بود ! باید دنبال کاروانی راه بیفتین که راه رفتنشون کلی عیب و ایراد داره و خیلی آهسته راه میرن ! و تو این مدت که کم هم نیست هر 6-7 دقیقه یه سری دشمن میریزن سر کاروان و تو اون 6-7 دقیقه هیچ کاری نمیشه کرد جز اینکه هی بری جلو وایسی کاروان برسه حتی دیالوگی هم رد و بدل نمیشه ! حیف پول ! آقا نسازید نمیتونید سنگ بزرگ برندارید . پروژه کوچکتر بسازید ولی زیباتر. بعد بازی گرشاسپ ، خلیج عدن و این سری بازیها دیگه زشته همچین بازی بیاد !,0
سلام بنده به عنوان کسی که دو نسخه قبلی یعنی عصر پهلوانان و رویین تنی را هم مضاف بر این نسخه خریداری کرده ام ، نظر می نویسم.... به لحاظ گرافیکی و سرعت اجرای مراحل ، بازی به حد خوبی دست یافته اما بعضی آیتم ها با توجه به کاربردشان ، وجودشان مضحک و تمسخر آمیز هست .... اگر شمشیر و پتک داخل بازار ، قابلیت خرید و فروش داره و کلید q دارای منوی سلاح سبک و سنگینه ، چرا نمیشه از اون ها استفاده کرد؟؟؟؟!!! تا آخر بازی باید با مشت زنی مراحل رو به پایان برسونی..... این به کنار ، داستان دو نسخه قبلی کجا این کجا...... با وجود داشتن محتوای ماورایی مثل این نسخه ، یه نظم و ترتیب معقولی داشت توی این نسخه به نظر من فقط عملکرد بازی یه کم سریع تر شده اما نسبت به اون دو نسخه قبلی نقص هایی زیادی رو پیدا کرده ضمنا محیط این بازی به وسعت و آزادی عملکرد بازی های قبلی نیست.... داستان بازی عصر پهلوانان با بخش رویین تنی ، یک ارتباط خوب داشت اما در این بازی فقط یه اشاره کوچک شده و تقریبا ارتباطی نداره من به عنوان یه مصرف کننده میگم که کار گرافیکتون تحسین برانگیزه ولی خیلی نقص های زیادی در اون ایجاد شده که غیر قابل چشم پوشیه.....,0
نمی دونم چی بگم !! فقط توی این فکرم که چطور تونستید این مکانیک پروتوتایپ رو به عنوان یک بازی بدید بیرون ؟! ورتیکال اسلایس هایی من دیدم که از این بازی کامل تر بودند. معمولا بعد بازی کردن اگر مشکلی توش ببینم می نویسم تا شاید سازنده ها روش کار کنند. ولی از اونجایی که در جریان شرایط این بازی بودم و می دونم هیچوقت قرار نیست دوباره روش کار بشه فقط خواهش می کنم که لطفا دیگه هرگز بازی مثل این نسازید. حیف که مجبورم یک ستاره برای ثبت نظرم بدم .,0
مشکلم حل شد.توی رجیستری فولدرشو پاک کردم و دوباره نصبش کردم.واقعا بازی عالی هستش,1
بازی گرافیک خوبی داشت,1
بازی خوب,1
با تشکر از آقای امیری چیمه.,1
سلام خداقوت ، ارزیابی بازی در کل به نظرم خوب بود اما باگ هم کم نداشت اما گرافیک عالیش باعث شد که از بخش باگ ها صرف نظر کنم، ادامه بدید و بازی های قوی تری بسازید ، به امید ایران قوی در بخش رسانه ای,1
بازی بازی خیلی خوبی بود از نظر داستان و اکشن ولی خیلی لاگ داشت. مثلا اسب نزدیک در میبود مهران باگ میخورد و هی کیرفت تو در و مجبور بودم بازی رو ببندم مثلا تو یک قسمت وقتی ادمارو نجات میدادم میرفتن جلوی گل و من وقتی به زور گل رو بر میداشتم دباره هی میرفت سمت ادما و مجبور بودم بازی رو ببندم لطفا این مشکل هارو حل کنید با تشکر,1
خوب بود فقط یه مفداری عیب داشت که اگر رفع بشه و بروزرسانیش بیاد عالی میشه,1
حتما ادامه بدید عالی!,1
عرض سلام خدمت سازنده بازی ودوستان محترم *گیم پلی بازی واقعا خوبه *سیستم مبارزه خوب کار شده *نقشه بزرگی داره* دشمنان متعدد*دیالوگ های جذاب*امکان افزایش مهارت های فردی*سیستم شخصی سازی لوازم*نور پردازی خیره کننده*صحنه های سینماتیک عالی * بی اندازه منتظره کامل شدن این سه گانه جذاب هستم.,1
عالی بود من تازه نصبش کردم و تا اون قسمتی که بازی کردم خیلی لذت بردم گرافیک عالی مبارزات و... بازی از همه لحاظ عالی هست فقط کمی بهینه نیست اما مشکلی ندارد اما می تونست بهتر باشه ، از نظر من به یک آپدیت ریز برای برطرف کردن بعضی از باگ های ریز بازی به امید پیشرفت بهتر صنعت گیم ایران,1
برای شروع عالی بود به لحاظ گیم پلی و گرافیک و طراحی محیط و صداگذاری و چهره ها خیلی خوب بودید، امیدوارم همین مسیر رو ادامه بدید ولی خب مشکل اصلی که اکثرا گفتن و متاسفانه شدیدا تو ذوق میزد همون بهینه نبودنه که باعث میشد تو فضاهای جدید و شلوغ اف پی اس دراپ شدیدی داشته باشیم مشکل دیگه ای هم که رو اعصاب بود تایم زیاده لودینگ و حتی بعضی وقتا بین کات سین ها خیلی زمان میبرد که خب بازی رو از ریتم مینداخت ولی با همه اینا کارتون عالی بود و امیدوارم پرقدرت تر ادامه بدید و موفق باشید,1
بازی بی نظیری هست از نظری داستانی هم خیلی خوب محیط بازی هم جذاب هست یک سری مشکلات این بود 1_ بازی باگ های زیادی داشت 2_میتونست بخش آزاد هم داشته باشه و از اون محیط جذاب لذت بیشتری برد,1
خیلی کنده و بازی هم سخته ، نمیشه خوب جنگید,0
سلام به نظر من بازی خیلی خوبی بود هم داستانش هم گیم پلی لطفا نسخه ی 3 بازی رو هم بسازید,1
نسبت به نسخه قبلیش از نظر فنی بهتر کار شده بود.,1
با عرض درود .متاسفانه یک خامی و ناپختگی در بازی حس میشه و از رسانا شکوه کویر با کوله باری از تجربه انتظار بیشتری میرفت بخصوص در این سبک (چه در بحث گرافیک ، رفع ایرادات و باگ ها، انیمشن ، چهره کارکتر ، طراحی هنری بازی) همه این عوامل ضعف های بازی رو نشون میدن ، موسیقی و گویندگی در حد مطلوب نبود بحث نوشتاری هم مطرح هست . و ایراداتی مشابه این . البته بهتر بود هیولا زمان ساخت بازی رو هم اعلام بکنه تا ما با آگاهی بیشتر نظراتمون رو ثبت کنیم.با تشکر.,0
یه نظر کلی درباره بازی های ایرانی میدم خواهشا سازندگان بازی های ایرانی به این نکته توجه بکنن. لطفا بازیی که در ان از نوشته فارسی استفاده شده رو، نوشته هاش رو یذره بزرگ تر کنید یا یه استروک بهش بدید که بشه خوند و اصلا هم از فونت های فانتزی استفاده نکنید. چشمام کور شد تا بتونم نوشته های داخل بازی رو بخونم. اول بازی هم چقدر دنبال دکمه باز شدن کوله پشتی گشتم کاش اولش یه ریز راهنما میدادید. یه سری باگ های جزئی هم توی راه رفتنش داره مثلا بعضی وفتا از پله که میخواد بره بالا کاراکتر یخورده بزرگ و کوچیک میشه. در کل ارزش یک بار بازی کردن رو داره,0
خدا وکیلی می ترسم بخوام برم برای تموم کردنش .. از بس زجر می کشم با این بازی های پولیش نشده باگی !,0
بازی جابیه الان خریدم. خیلی مشتاقم دانلود شه و بازی ش کنم.پنج ستاره دادم.,1
سلام،این نظرو مینویسم برای کسانی که میخوان این بازیو بخرن.خب...اینجور بازی ها،نباید اصلا کلیک اشاره باشن،از اول شخص و یا سوم شخص استفاده بشه و در بعضی از جاها،از کلیک و اشاره استفاده بشه،نه تمام بازی از کلیک اشاره،در صورت اول شخص بودن بازی،خیلی طرفدار پیدا میکرد،اما متاسفانه...این بازی،بازی قابل قبولی نیست،چیزهای جالبی داخل بازیه،خط داستانی جالبی هم داره،محدود بودن دیالوگ ها و اذیت آزار های بی معنی برای رد کردن مراحل هم آزار دهنده است،بدون در نظر گرفتن این موارد،بازی خوبیه,0
همین حالا خریدم امیدوارم خوب باشه,1
خوبه پیشنهاد میکنم بازی کنید.,1
بازی بسیار خوبی بود با تشکر از تیم سازنده امیدوارم که باز هم از این قبیل بازی ها ساخته بشود,1
سلام بازی جذاب هست ولی چه فایده وقتی دوربین بازی رو به سمت عقب برمیگردونی لگ شدید میشه به علاوه این که باید کات سین هارو کامل تماشا کنی حتی اگه این هزارمین باری باشه که باختی و میخاد از اول بهت کات سین رو نشون بده راستی این که برای بازی های ایرانی بسته الحاقی نمیاد رو مخ هستش و اگه میشد بازی رو جان باز بزارید با قابلیت تعوض اسلحه و زره بهتر بود,0
خیلی بهتر از سفیر عشق بود خیلی از باگ هاش هم برطرف شده بود,1
دم تیم سازنده گرم عجب بازی بود خیلی خیلی عالی بود ❤❤❤❤,1
واقعا رشد خیلی خوبی داشته این بازی نسبت به سفیر عشق ، گیم پلی جذابتر و حذف موارد اضافی و دور از داستان بازی ، درجه سختی بیشتر و معقول تر و از همه مهم تر رشد بسیار خوب گرافیک بازی که واقعا راضی کننده است... برخلاف دوستان که گفتند بازی باگ و لگ داشته من جز دو مورد در بازی چیز دیگری مشاهده نکردم که این حد حتی برای بازی های خارجی هم قابل قبوله به امید پیشرفت صنعت بازی سازی ایران .,1
واقعا بازی عالی هست زودتر فصل سه اش رو عرضه کنید,1
بازی بسیار عالی و خوبی بود، گرافیک بالا‌(من رو گرافیک آخر بازی کردم) گیم پلی نسبتا عالی ، سرگرم کننده ، ولی انتظار میرفت مختار حرفه ای تر بجنگد و ظاهرا یه مقدار ضعیف بود توی جنگیدن ولی در کل عالی بود تازه داستان بازی داشت به اوج جذابیت میرسید و نیاز بود که داستانش ادامه پیدا کنه ولی زود تمام شد واقعا ناراحت شدم. پس برای داستانش حتما نسخه 2 رو منتشر کنید یا همین بازی رو آپدیت کنید.,1
بازی سازان عزیز بازی خوبی هست ولی لگ زیاد داره و ی بدی ک داره اینه ک وقتی شخصیت اصلی بلهش راه زت حمله میکنه ۵۰ نفر میریزن سرش و این تکی باید همه رو حریف باشه با لگ و باگی ک داره سخته دیگ ولی بازی خوبیه,1
خیلی عالی بود من راضی هشتم فقط چند تا عیب داشت که اگه رفع بشه عالی میشه,1
سلام واقعا خسته نباشید خیلی خوب بود . انشاالله با توجه سازنده ها به نقد های بازی ، فصل 3 سفیر عشق عالی تر از همیشه میشه . دوستان خواهش میکنم این بازی رو همایت کنید که پیشرفت خوبی نسبت به قبل کرده و با همایت شما پیشرفت خیلی خیلی خوب تری هم میکند . به این بازی به شکل یه بازی ایرانی به درد نخور نگاه نکنید ، این بازی رو میتونیم هم سطح بازی Assassin's Creed: Odyssey بگیریم که خیلی خوبه.,1
بازی خوبیه داستان جذاب و گرافیک قابل قبولی داره ولی قسمت چراغ قوه و جامپ(پریدن) گیر داره و من توی بخش آیینه ها نتونستم از چهار آیینه رد بشم..,0
بازی به شدت خوب هست و قطعا ارزش تجربه رو داره، طراحی هنری بازی و فضا سازی اون شگفت انگیزه و گرافیک فنی بازی هم خوبه به عنوان یه بازی کوتاه و مستقل میشه گفت حتی عالی هست. و بازی روایت خیلی خوبی داره صداگذاری تو سطح قابل قبولی هست و موسیقی های اون خیلی عالی کار شده چندتا از قطعه های موسیقی اون واقعا گوش نوازه. معما هم راضی کننده هست هرچند که یک معما داره یه مقدار سخته و راهنمای درستی هم ندراه به زور بعد از کلی وقت گذاشتن میشه اون رو حل کرد. بازی زیاد ترسناک نیست به جز چند صحنه جامپ اسکر چیز خاصی نداره زیاد دلهره‌آور نیست یعنی روایت بازی و داستان بهت ترسی نمیده. در کل راضی بودم و به عنوان یه بازی ایرانی یه اثر متفاوت بود که من خیلی خوشم اومدم.,1
از نظر من بازی بسیار عالیه و در نوع خودش هم تک هستش ممنون از سایت خوبتون و ممنون از لکسیپ گیمز,1
